merchant_relation_key,abstract_sku,concrete_sku,price_type,store,currency,price_net,price_gross
mr-004,M21691,,DEFAULT,AT,EUR,417,496
mr-004,,421341,DEFAULT,AT,EUR,417,496
mr-004,,421342,DEFAULT,AT,EUR,417,496
mr-004,M21692,,DEFAULT,AT,EUR,417,496
mr-004,,421343,DEFAULT,AT,EUR,417,496
mr-004,,421344,DEFAULT,AT,EUR,417,496
mr-004,M21693,,DEFAULT,AT,EUR,417,496
mr-004,,421345,DEFAULT,AT,EUR,417,496
mr-004,,421346,DEFAULT,AT,EUR,417,496
mr-004,M21694,,DEFAULT,AT,EUR,522,622
mr-004,,421347,DEFAULT,AT,EUR,522,622
mr-004,M21703,,DEFAULT,AT,EUR,330,393
mr-004,,421378,DEFAULT,AT,EUR,330,393
mr-004,M21708,,DEFAULT,AT,EUR,363,433
mr-004,,421418,DEFAULT,AT,EUR,363,433
mr-004,M21704,,DEFAULT,AT,EUR,244,290
mr-004,,421425,DEFAULT,AT,EUR,244,290
mr-004,M21711,,DEFAULT,AT,EUR,298,354
mr-004,,421426,DEFAULT,AT,EUR,298,354
mr-004,M21713,,DEFAULT,AT,EUR,689,819
mr-004,,421428,DEFAULT,AT,EUR,689,819
mr-004,M21714,,DEFAULT,AT,EUR,675,803
mr-004,,421432,DEFAULT,AT,EUR,675,803
mr-004,M21715,,DEFAULT,AT,EUR,390,464
mr-004,,421433,DEFAULT,AT,EUR,390,464
mr-004,M21716,,DEFAULT,AT,EUR,437,519
mr-004,,421435,DEFAULT,AT,EUR,437,519
mr-004,M21717,,DEFAULT,AT,EUR,165,196
mr-004,,421436,DEFAULT,AT,EUR,165,196
mr-004,M21740,,DEFAULT,AT,EUR,264,314
mr-004,,421475,DEFAULT,AT,EUR,264,314
mr-004,M21741,,DEFAULT,AT,EUR,264,314
mr-004,,421476,DEFAULT,AT,EUR,264,314
mr-004,M21742,,DEFAULT,AT,EUR,264,314
mr-004,,421477,DEFAULT,AT,EUR,264,314
mr-004,M21743,,DEFAULT,AT,EUR,264,314
mr-004,,421478,DEFAULT,AT,EUR,264,314
mr-004,M21744,,DEFAULT,AT,EUR,298,354
mr-004,,421479,DEFAULT,AT,EUR,298,354
mr-004,M21745,,DEFAULT,AT,EUR,794,946
mr-004,,421481,DEFAULT,AT,EUR,794,946
mr-004,M21759,,DEFAULT,AT,EUR,1987,2365
mr-004,M21759,,ORIGINAL,AT,EUR,2208,2627
mr-004,,421511,DEFAULT,AT,EUR,1987,2365
mr-004,,421511,ORIGINAL,AT,EUR,2208,2627
mr-004,M21766,,DEFAULT,AT,EUR,182,217
mr-004,,421519,DEFAULT,AT,EUR,182,217
mr-004,,421519_1,DEFAULT,AT,EUR,912,1084
mr-004,,421519_2,DEFAULT,AT,EUR,1824,2168
mr-004,,421519_3,DEFAULT,AT,EUR,2736,3252
mr-004,M21771,,DEFAULT,AT,EUR,176,209
mr-004,,421530,DEFAULT,AT,EUR,176,209
mr-004,M21772,,DEFAULT,AT,EUR,2449,2914
mr-004,,421531,DEFAULT,AT,EUR,2449,2914
mr-004,M21773,,DEFAULT,AT,EUR,2802,3334
mr-004,,421533,DEFAULT,AT,EUR,2802,3334
mr-004,M21774,,DEFAULT,AT,EUR,1128,1342
mr-004,,421534,DEFAULT,AT,EUR,1128,1342
mr-004,M21777,,DEFAULT,AT,EUR,966,1150
mr-004,,421538,DEFAULT,AT,EUR,966,1150
mr-004,M21778,,DEFAULT,AT,EUR,966,1150
mr-004,,421539,DEFAULT,AT,EUR,966,1150
mr-004,M21779,,DEFAULT,AT,EUR,2075,2469
mr-004,,421540,DEFAULT,AT,EUR,2075,2469
mr-004,M21903,,DEFAULT,AT,EUR,726,864
mr-004,,421768,DEFAULT,AT,EUR,726,864
mr-004,M22230,,DEFAULT,AT,EUR,705,839
mr-004,,422524,DEFAULT,AT,EUR,705,839
mr-004,M22232,,DEFAULT,AT,EUR,521,620
mr-004,,422528,DEFAULT,AT,EUR,521,620
mr-004,M22269,,DEFAULT,AT,EUR,599,713
mr-004,,422573,DEFAULT,AT,EUR,599,713
mr-004,M22397,,DEFAULT,AT,EUR,253,301
mr-004,,422721,DEFAULT,AT,EUR,253,301
mr-004,M22398,,DEFAULT,AT,EUR,32,38
mr-004,,422722,DEFAULT,AT,EUR,32,38
mr-004,M22410,,DEFAULT,AT,EUR,494,587
mr-004,,422741,DEFAULT,AT,EUR,494,587
mr-004,M22411,,DEFAULT,AT,EUR,494,587
mr-004,,422743,DEFAULT,AT,EUR,494,587
mr-004,M22412,,DEFAULT,AT,EUR,846,1007
mr-004,,422745,DEFAULT,AT,EUR,846,1007
mr-004,M22432,,DEFAULT,AT,EUR,387,461
mr-004,,422780,DEFAULT,AT,EUR,387,461
mr-004,M22484,,DEFAULT,AT,EUR,60,72
mr-004,,422855,DEFAULT,AT,EUR,60,72
mr-004,M22613,,DEFAULT,AT,EUR,140,166
mr-004,,423105,DEFAULT,AT,EUR,140,166
mr-004,M22660,,DEFAULT,AT,EUR,70,82
mr-004,M22660,,ORIGINAL,AT,EUR,77,91
mr-004,,423172,DEFAULT,AT,EUR,70,82
mr-004,,423172,ORIGINAL,AT,EUR,77,91
mr-004,M22661,,DEFAULT,AT,EUR,70,82
mr-004,,423173,DEFAULT,AT,EUR,70,82
mr-004,M22662,,DEFAULT,AT,EUR,70,82
mr-004,,423174,DEFAULT,AT,EUR,70,82
mr-004,M22663,,DEFAULT,AT,EUR,70,82
mr-004,M22663,,ORIGINAL,AT,EUR,77,91
mr-004,,423175,DEFAULT,AT,EUR,70,82
mr-004,,423175,ORIGINAL,AT,EUR,77,91
mr-004,M22664,,DEFAULT,AT,EUR,66,79
mr-004,,423178,DEFAULT,AT,EUR,66,79
mr-004,M22682,,DEFAULT,AT,EUR,3689,4390
mr-004,,423237,DEFAULT,AT,EUR,3689,4390
mr-004,M22293,,DEFAULT,AT,EUR,121,144
mr-004,,423383,DEFAULT,AT,EUR,121,144
mr-004,M22796,,DEFAULT,AT,EUR,74,88
mr-004,M22796,,ORIGINAL,AT,EUR,82,98
mr-004,,423452,DEFAULT,AT,EUR,74,88
mr-004,,423452,ORIGINAL,AT,EUR,82,98
mr-004,M22797,,DEFAULT,AT,EUR,70,83
mr-004,,423456,DEFAULT,AT,EUR,70,83
mr-004,M23067,,DEFAULT,AT,EUR,2704,3218
mr-004,,423909,DEFAULT,AT,EUR,2704,3218
mr-004,M23340,,DEFAULT,AT,EUR,591,704
mr-004,,424265,DEFAULT,AT,EUR,591,704
mr-004,M23343,,DEFAULT,AT,EUR,872,1038
mr-004,,424270,DEFAULT,AT,EUR,872,1038
mr-004,M23345,,DEFAULT,AT,EUR,394,469
mr-004,,424273,DEFAULT,AT,EUR,394,469
mr-004,M23432,,DEFAULT,AT,EUR,44,53
mr-004,,424372,DEFAULT,AT,EUR,44,53
mr-004,M23436,,DEFAULT,AT,EUR,97,115
mr-004,,424384,DEFAULT,AT,EUR,97,115
mr-004,M23438,,DEFAULT,AT,EUR,112,134
mr-004,,424390,DEFAULT,AT,EUR,112,134
mr-004,M23440,,DEFAULT,AT,EUR,112,134
mr-004,,424397,DEFAULT,AT,EUR,112,134
mr-004,M23441,,DEFAULT,AT,EUR,112,134
mr-004,,424400,DEFAULT,AT,EUR,112,134
mr-004,M23444,,DEFAULT,AT,EUR,143,170
mr-004,,424409,DEFAULT,AT,EUR,143,170
mr-004,M23450,,DEFAULT,AT,EUR,106,126
mr-004,,424430,DEFAULT,AT,EUR,106,126
mr-004,M23451,,DEFAULT,AT,EUR,106,126
mr-004,,424431,DEFAULT,AT,EUR,106,126
mr-004,M23454,,DEFAULT,AT,EUR,120,143
mr-004,,424442,DEFAULT,AT,EUR,120,143
mr-004,M23455,,DEFAULT,AT,EUR,120,143
mr-004,,424447,DEFAULT,AT,EUR,120,143
mr-004,M23456,,DEFAULT,AT,EUR,218,261
mr-004,,424449,DEFAULT,AT,EUR,218,261
mr-004,M23457,,DEFAULT,AT,EUR,196,234
mr-004,,424453,DEFAULT,AT,EUR,196,234
mr-004,M23459,,DEFAULT,AT,EUR,554,659
mr-004,,424463,DEFAULT,AT,EUR,554,659
mr-004,M23460,,DEFAULT,AT,EUR,265,315
mr-004,,424464,DEFAULT,AT,EUR,265,315
mr-004,M23461,,DEFAULT,AT,EUR,143,170
mr-004,,424466,DEFAULT,AT,EUR,143,170
mr-004,M23462,,DEFAULT,AT,EUR,123,146
mr-004,,424472,DEFAULT,AT,EUR,123,146
mr-004,M23463,,DEFAULT,AT,EUR,123,146
mr-004,,424475,DEFAULT,AT,EUR,123,146
mr-004,M23467,,DEFAULT,AT,EUR,218,261
mr-004,,424493,DEFAULT,AT,EUR,218,261
mr-004,M23468,,DEFAULT,AT,EUR,226,270
mr-004,,424496,DEFAULT,AT,EUR,226,270
mr-004,M23469,,DEFAULT,AT,EUR,295,352
mr-004,,424503,DEFAULT,AT,EUR,295,352
mr-004,M23470,,DEFAULT,AT,EUR,242,288
mr-004,,424506,DEFAULT,AT,EUR,242,288
mr-004,M23471,,DEFAULT,AT,EUR,189,225
mr-004,,424510,DEFAULT,AT,EUR,189,225
mr-004,M23472,,DEFAULT,AT,EUR,318,378
mr-004,,424513,DEFAULT,AT,EUR,318,378
mr-004,M23473,,DEFAULT,AT,EUR,158,189
mr-004,,424516,DEFAULT,AT,EUR,158,189
mr-004,M23475,,DEFAULT,AT,EUR,302,360
mr-004,,424527,DEFAULT,AT,EUR,302,360
mr-004,M23476,,DEFAULT,AT,EUR,302,360
mr-004,,424528,DEFAULT,AT,EUR,302,360
mr-004,M23477,,DEFAULT,AT,EUR,302,360
mr-004,,424529,DEFAULT,AT,EUR,302,360
mr-004,M23478,,DEFAULT,AT,EUR,302,360
mr-004,,424530,DEFAULT,AT,EUR,302,360
mr-004,M23479,,DEFAULT,AT,EUR,478,569
mr-004,,424531,DEFAULT,AT,EUR,478,569
mr-004,M23482,,DEFAULT,AT,EUR,150,179
mr-004,,424542,DEFAULT,AT,EUR,150,179
mr-004,M23484,,DEFAULT,AT,EUR,189,225
mr-004,,424546,DEFAULT,AT,EUR,189,225
mr-004,M23486,,DEFAULT,AT,EUR,218,261
mr-004,,424549,DEFAULT,AT,EUR,218,261
mr-004,M23487,,DEFAULT,AT,EUR,218,261
mr-004,,424550,DEFAULT,AT,EUR,218,261
mr-004,M23488,,DEFAULT,AT,EUR,226,270
mr-004,,424551,DEFAULT,AT,EUR,226,270
mr-004,M23510,,DEFAULT,AT,EUR,546,650
mr-004,,424599,DEFAULT,AT,EUR,546,650
mr-004,M23512,,DEFAULT,AT,EUR,67,80
mr-004,,424605,DEFAULT,AT,EUR,67,80
mr-004,M23513,,DEFAULT,AT,EUR,72,86
mr-004,,424606,DEFAULT,AT,EUR,72,86
mr-004,M23720,,DEFAULT,AT,EUR,1032,1228
mr-004,,425073,DEFAULT,AT,EUR,1032,1228
mr-004,M23721,,DEFAULT,AT,EUR,1427,1698
mr-004,,425074,DEFAULT,AT,EUR,1427,1698
mr-004,M23722,,DEFAULT,AT,EUR,3664,4361
mr-004,,425075,DEFAULT,AT,EUR,3664,4361
mr-004,M23724,,DEFAULT,AT,EUR,645,767
mr-004,,425078,DEFAULT,AT,EUR,645,767
mr-004,M23723,,DEFAULT,AT,EUR,470,559
mr-004,,425079,DEFAULT,AT,EUR,470,559
mr-004,M23725,,DEFAULT,AT,EUR,1199,1427
mr-004,,425082,DEFAULT,AT,EUR,1199,1427
mr-004,M23726,,DEFAULT,AT,EUR,1307,1555
mr-004,,425083,DEFAULT,AT,EUR,1307,1555
mr-004,M23727,,DEFAULT,AT,EUR,1799,2142
mr-004,,425084,DEFAULT,AT,EUR,1799,2142
mr-004,M26415,,DEFAULT,AT,EUR,2323,2765
mr-004,,425086,DEFAULT,AT,EUR,2323,2765
mr-004,M23729,,DEFAULT,AT,EUR,1731,2060
mr-004,,425087,DEFAULT,AT,EUR,1731,2060
mr-004,M23730,,DEFAULT,AT,EUR,318,378
mr-004,,425088,DEFAULT,AT,EUR,318,378
mr-004,M23731,,DEFAULT,AT,EUR,363,432
mr-004,,425090,DEFAULT,AT,EUR,363,432
mr-004,M23732,,DEFAULT,AT,EUR,546,650
mr-004,,425093,DEFAULT,AT,EUR,546,650
mr-004,M26416,,DEFAULT,AT,EUR,2893,3443
mr-004,,425096,DEFAULT,AT,EUR,2893,3443
mr-004,M26417,,DEFAULT,AT,EUR,1101,1310
mr-004,,425097,DEFAULT,AT,EUR,1101,1310
mr-004,M26418,,DEFAULT,AT,EUR,1343,1598
mr-004,,425098,DEFAULT,AT,EUR,1343,1598
mr-004,M26419,,DEFAULT,AT,EUR,1807,2150
mr-004,,425099,DEFAULT,AT,EUR,1807,2150
mr-004,M26420,,DEFAULT,AT,EUR,1883,2241
mr-004,,425100,DEFAULT,AT,EUR,1883,2241
mr-004,M23751,,DEFAULT,AT,EUR,2218,2639
mr-004,,425123,DEFAULT,AT,EUR,2218,2639
mr-004,M23766,,DEFAULT,AT,EUR,758,903
mr-004,,425140,DEFAULT,AT,EUR,758,903
mr-004,M23770,,DEFAULT,AT,EUR,1366,1626
mr-004,,425149,DEFAULT,AT,EUR,1366,1626
mr-004,M23764,,DEFAULT,AT,EUR,1442,1717
mr-004,,425150,DEFAULT,AT,EUR,1442,1717
mr-004,M23771,,DEFAULT,AT,EUR,2050,2440
mr-004,,425152,DEFAULT,AT,EUR,2050,2440
mr-004,M23777,,DEFAULT,AT,EUR,922,1098
mr-004,,425159,DEFAULT,AT,EUR,922,1098
mr-004,M24143,,DEFAULT,AT,EUR,432,514
mr-004,,425751,DEFAULT,AT,EUR,432,514
mr-004,M24416,,DEFAULT,AT,EUR,4937,5875
mr-004,,426376,DEFAULT,AT,EUR,4937,5875
mr-004,M24417,,DEFAULT,AT,EUR,9041,10758
mr-004,,426377,DEFAULT,AT,EUR,9041,10758
mr-004,M24418,,DEFAULT,AT,EUR,12839,15279
mr-004,M24418,,ORIGINAL,AT,EUR,14266,16977
mr-004,,426378,DEFAULT,AT,EUR,12839,15279
mr-004,,426378,ORIGINAL,AT,EUR,14266,16977
mr-004,M24563,,DEFAULT,AT,EUR,1234,1469
mr-004,,426531,DEFAULT,AT,EUR,1234,1469
mr-004,M24605,,DEFAULT,AT,EUR,2821,3357
mr-004,M24605,,ORIGINAL,AT,EUR,3134,3730
mr-004,,426581,DEFAULT,AT,EUR,2821,3357
mr-004,,426581,ORIGINAL,AT,EUR,3134,3730
mr-004,M24606,,DEFAULT,AT,EUR,550,655
mr-004,,426582,DEFAULT,AT,EUR,550,655
mr-004,M24609,,DEFAULT,AT,EUR,5579,6639
mr-004,,426587,DEFAULT,AT,EUR,5579,6639
mr-004,M24610,,DEFAULT,AT,EUR,1970,2344
mr-004,,426588,DEFAULT,AT,EUR,1970,2344
mr-004,M24612,,DEFAULT,AT,EUR,1086,1292
mr-004,,426590,DEFAULT,AT,EUR,1086,1292
mr-004,M24613,,DEFAULT,AT,EUR,622,740
mr-004,,426591,DEFAULT,AT,EUR,622,740
mr-004,M24632,,DEFAULT,AT,EUR,7964,9477
mr-004,,426615,DEFAULT,AT,EUR,7964,9477
mr-004,M24637,,DEFAULT,AT,EUR,803,956
mr-004,,426620,DEFAULT,AT,EUR,803,956
mr-004,M25598,,DEFAULT,AT,EUR,890,1059
mr-004,,427913,DEFAULT,AT,EUR,890,1059
mr-004,M25599,,DEFAULT,AT,EUR,1645,1958
mr-004,,427914,DEFAULT,AT,EUR,1645,1958
mr-004,M25600,,DEFAULT,AT,EUR,1190,1416
mr-004,,427915,DEFAULT,AT,EUR,1190,1416
mr-004,M1002203,,DEFAULT,AT,EUR,12931,15388
mr-004,,463981,DEFAULT,AT,EUR,12931,15388
mr-004,M1014629,,DEFAULT,AT,EUR,27298,32484
mr-004,,463994,DEFAULT,AT,EUR,27298,32484
mr-004,M1024601,,DEFAULT,AT,EUR,31322,37273
mr-004,,464000,DEFAULT,AT,EUR,31322,37273
mr-004,M1015356,,DEFAULT,AT,EUR,31322,37273
mr-004,,464001,DEFAULT,AT,EUR,31322,37273
mr-004,M1015355,,DEFAULT,AT,EUR,31322,37273
mr-004,,464002,DEFAULT,AT,EUR,31322,37273
mr-004,M1014645,,DEFAULT,AT,EUR,56283,66977
mr-004,,464003,DEFAULT,AT,EUR,56283,66977
mr-004,M1014646,,DEFAULT,AT,EUR,148551,176776
mr-004,,464004,DEFAULT,AT,EUR,148551,176776
mr-004,M1014653,,DEFAULT,AT,EUR,47506,56533
mr-004,,464005,DEFAULT,AT,EUR,47506,56533
mr-004,M1014656,,DEFAULT,AT,EUR,38960,46400
mr-004,,464007,DEFAULT,AT,EUR,38960,46400
mr-004,M1014642,,DEFAULT,AT,EUR,39374,46855
mr-004,,464012,DEFAULT,AT,EUR,39374,46855
mr-004,M1014643,,DEFAULT,AT,EUR,44205,52604
mr-004,,464013,DEFAULT,AT,EUR,44205,52604
mr-004,M1014644,,DEFAULT,AT,EUR,50646,60270
mr-004,,464014,DEFAULT,AT,EUR,50646,60270
mr-004,M88181,,DEFAULT,AT,EUR,173118,206010
mr-004,,490001,DEFAULT,AT,EUR,173118,206010
mr-004,M88182,,DEFAULT,AT,EUR,197274,234756
mr-004,,490002,DEFAULT,AT,EUR,197274,234756
mr-004,M857,,DEFAULT,AT,EUR,20333,24196
mr-004,,500344,DEFAULT,AT,EUR,20333,24196
mr-004,M75730,,DEFAULT,AT,EUR,16278,19370
mr-004,,500380,DEFAULT,AT,EUR,16278,19370
mr-004,M852,,DEFAULT,AT,EUR,27346,32542
mr-004,,500487,DEFAULT,AT,EUR,27346,32542
mr-004,M58335,,DEFAULT,AT,EUR,27174,32337
mr-004,,500942,DEFAULT,AT,EUR,27174,32337
mr-004,M58336,,DEFAULT,AT,EUR,44943,53482
mr-004,,500946,DEFAULT,AT,EUR,44943,53482
mr-004,M58315,,DEFAULT,AT,EUR,23270,27691
mr-004,,501000,DEFAULT,AT,EUR,23270,27691
mr-004,M62306,,DEFAULT,AT,EUR,6151,7321
mr-004,,501022,DEFAULT,AT,EUR,6151,7321
mr-004,M62301,,DEFAULT,AT,EUR,4194,4992
mr-004,,501039,DEFAULT,AT,EUR,4194,4992
mr-004,M62305,,DEFAULT,AT,EUR,5281,6284
mr-004,,501040,DEFAULT,AT,EUR,5281,6284
mr-004,M68854,,DEFAULT,AT,EUR,49681,59120
mr-004,,501517,DEFAULT,AT,EUR,49681,59120
mr-004,M68726,,DEFAULT,AT,EUR,17311,20601
mr-004,,502173,DEFAULT,AT,EUR,17311,20601
mr-004,M68727,,DEFAULT,AT,EUR,18438,21942
mr-004,,502178,DEFAULT,AT,EUR,18438,21942
mr-004,M1896,,DEFAULT,AT,EUR,45398,54025
mr-004,,506670,DEFAULT,AT,EUR,45398,54025
mr-004,M858,,DEFAULT,AT,EUR,33974,40429
mr-004,,506719,DEFAULT,AT,EUR,33974,40429
mr-004,M859,,DEFAULT,AT,EUR,37741,44912
mr-004,,507871,DEFAULT,AT,EUR,37741,44912
mr-004,M75686,,DEFAULT,AT,EUR,37548,44682
mr-004,,507920,DEFAULT,AT,EUR,37548,44682
mr-004,M856,,DEFAULT,AT,EUR,19466,23164
mr-004,,508165,DEFAULT,AT,EUR,19466,23164
mr-004,M43347,,DEFAULT,AT,EUR,14550,17314
mr-004,,508321,DEFAULT,AT,EUR,14550,17314
mr-004,M75727,,DEFAULT,AT,EUR,46302,55100
mr-004,,508328,DEFAULT,AT,EUR,46302,55100
mr-004,M75700,,DEFAULT,AT,EUR,22260,26489
mr-004,,508330,DEFAULT,AT,EUR,22260,26489
mr-004,M75685,,DEFAULT,AT,EUR,38142,45389
mr-004,,508378,DEFAULT,AT,EUR,38142,45389
mr-004,M55895,,DEFAULT,AT,EUR,32127,38231
mr-004,,509070,DEFAULT,AT,EUR,32127,38231
mr-004,M1014874,,DEFAULT,AT,EUR,15218,18110
mr-004,,512067,DEFAULT,AT,EUR,15218,18110
mr-004,M1014866,,DEFAULT,AT,EUR,16023,19067
mr-004,,512081,DEFAULT,AT,EUR,16023,19067
mr-004,M1014871,,DEFAULT,AT,EUR,16023,19067
mr-004,,512086,DEFAULT,AT,EUR,16023,19067
mr-004,M1014870,,DEFAULT,AT,EUR,16023,19067
mr-004,,512094,DEFAULT,AT,EUR,16023,19067
mr-004,M1013168,,DEFAULT,AT,EUR,5870,6985
mr-004,,517598,DEFAULT,AT,EUR,5870,6985
mr-004,M1013287,,DEFAULT,AT,EUR,9855,11728
mr-004,,517630,DEFAULT,AT,EUR,9855,11728
mr-004,M1013541,,DEFAULT,AT,EUR,12246,14574
mr-004,,519762,DEFAULT,AT,EUR,12246,14574
mr-004,M1016129,,DEFAULT,AT,EUR,25363,30182
mr-004,,520561,DEFAULT,AT,EUR,25363,30182
mr-004,M55936,,DEFAULT,AT,EUR,17858,21251
mr-004,,544183,DEFAULT,AT,EUR,17858,21251
mr-004,M1028702,,DEFAULT,AT,EUR,56283,66977
mr-004,,573330,DEFAULT,AT,EUR,56283,66977
mr-004,M58227,,DEFAULT,AT,EUR,7854,9346
mr-004,,573872,DEFAULT,AT,EUR,7854,9346
mr-004,M58228,,DEFAULT,AT,EUR,10165,12096
mr-004,,573874,DEFAULT,AT,EUR,10165,12096
mr-004,M58230,,DEFAULT,AT,EUR,16281,19374
mr-004,,573878,DEFAULT,AT,EUR,16281,19374
mr-004,M58312,,DEFAULT,AT,EUR,15431,18363
mr-004,,573880,DEFAULT,AT,EUR,15431,18363
mr-004,M58313,,DEFAULT,AT,EUR,16143,19210
mr-004,,573882,DEFAULT,AT,EUR,16143,19210
mr-004,M58314,,DEFAULT,AT,EUR,16383,19496
mr-004,,573884,DEFAULT,AT,EUR,16383,19496
mr-004,M54107,,DEFAULT,AT,EUR,23976,28532
mr-004,,573887,DEFAULT,AT,EUR,23976,28532
mr-004,M54110,,DEFAULT,AT,EUR,45328,53941
mr-004,,573888,DEFAULT,AT,EUR,45328,53941
mr-004,M54111,,DEFAULT,AT,EUR,43954,52305
mr-004,,573889,DEFAULT,AT,EUR,43954,52305
mr-004,M54113,,DEFAULT,AT,EUR,80439,95722
mr-004,,573890,DEFAULT,AT,EUR,80439,95722
mr-004,M55937,,DEFAULT,AT,EUR,32127,38231
mr-004,,573906,DEFAULT,AT,EUR,32127,38231
mr-004,M1018211,,DEFAULT,AT,EUR,28987,34494
mr-004,,573939,DEFAULT,AT,EUR,28987,34494
mr-004,M635,,DEFAULT,AT,EUR,84143,100130
mr-004,,574598,DEFAULT,AT,EUR,84143,100130
mr-004,M1014496,,DEFAULT,AT,EUR,96221,114503
mr-004,,574599,DEFAULT,AT,EUR,96221,114503
mr-004,M636,,DEFAULT,AT,EUR,122793,146123
mr-004,,574601,DEFAULT,AT,EUR,122793,146123
mr-004,M74966,,DEFAULT,AT,EUR,122793,146123
mr-004,,574602,DEFAULT,AT,EUR,122793,146123
mr-004,M1014502,,DEFAULT,AT,EUR,126818,150914
mr-004,,574603,DEFAULT,AT,EUR,126818,150914
mr-004,M1028095,,DEFAULT,AT,EUR,6674,7943
mr-004,,574969,DEFAULT,AT,EUR,6674,7943
mr-004,M49320,,DEFAULT,AT,EUR,58698,69851
mr-004,,574971,DEFAULT,AT,EUR,58698,69851
mr-004,M78380,,DEFAULT,AT,EUR,60897,72468
mr-004,,574972,DEFAULT,AT,EUR,60897,72468
mr-004,M90850,,DEFAULT,AT,EUR,80439,95722
mr-004,,574973,DEFAULT,AT,EUR,80439,95722
mr-004,M1017945,,DEFAULT,AT,EUR,28906,34398
mr-004,,574987,DEFAULT,AT,EUR,28906,34398
mr-004,M1017905,,DEFAULT,AT,EUR,58449,69554
mr-004,M1017905,,ORIGINAL,AT,EUR,64942,77282
mr-004,,574995,DEFAULT,AT,EUR,58449,69554
mr-004,,574995,ORIGINAL,AT,EUR,64942,77282
mr-004,M72939,,DEFAULT,AT,EUR,42984,51151
mr-004,,575056,DEFAULT,AT,EUR,42984,51151
mr-004,M72940,,DEFAULT,AT,EUR,46610,55466
mr-004,,575057,DEFAULT,AT,EUR,46610,55466
mr-004,M72942,,DEFAULT,AT,EUR,51596,61399
mr-004,,575058,DEFAULT,AT,EUR,51596,61399
mr-004,M72943,,DEFAULT,AT,EUR,53031,63107
mr-004,,575059,DEFAULT,AT,EUR,53031,63107
mr-004,M72944,,DEFAULT,AT,EUR,55902,66524
mr-004,,575060,DEFAULT,AT,EUR,55902,66524
mr-004,M72945,,DEFAULT,AT,EUR,58773,69940
mr-004,,575061,DEFAULT,AT,EUR,58773,69940
mr-004,M1017902,,DEFAULT,AT,EUR,52956,63018
mr-004,,575065,DEFAULT,AT,EUR,52956,63018
mr-004,M1022632,,DEFAULT,AT,EUR,28745,34206
mr-004,,575186,DEFAULT,AT,EUR,28745,34206
mr-004,M1022643,,DEFAULT,AT,EUR,28745,34206
mr-004,,575191,DEFAULT,AT,EUR,28745,34206
mr-004,M1022640,,DEFAULT,AT,EUR,24438,29082
mr-004,,575193,DEFAULT,AT,EUR,24438,29082
mr-004,M1028061,,DEFAULT,AT,EUR,17790,21171
mr-004,,575257,DEFAULT,AT,EUR,17790,21171
mr-004,M1028062,,DEFAULT,AT,EUR,19339,23014
mr-004,,575260,DEFAULT,AT,EUR,19339,23014
mr-004,M1030133,,DEFAULT,AT,EUR,11709,13934
mr-004,,575284,DEFAULT,AT,EUR,11709,13934
mr-004,M29930,,DEFAULT,AT,EUR,747886,889983
mr-004,,621613,DEFAULT,AT,EUR,747886,889983
mr-004,M29929,,DEFAULT,AT,EUR,672342,800086
mr-004,,621614,DEFAULT,AT,EUR,672342,800086
mr-004,M29931,,DEFAULT,AT,EUR,619461,737158
mr-004,,621618,DEFAULT,AT,EUR,619461,737158
mr-004,M1028483,,DEFAULT,AT,EUR,17814,21199
mr-004,,632992,DEFAULT,AT,EUR,17814,21199
mr-004,M21705,,DEFAULT,AT,EUR,1291,1536
mr-004,,655941,DEFAULT,AT,EUR,1291,1536
mr-004,M83,,DEFAULT,AT,EUR,7826,9313
mr-004,,657712,DEFAULT,AT,EUR,7826,9313
mr-004,M84,,DEFAULT,AT,EUR,7826,9313
mr-004,,657713,DEFAULT,AT,EUR,7826,9313
mr-004,M85,,DEFAULT,AT,EUR,7826,9313
mr-004,,657714,DEFAULT,AT,EUR,7826,9313
mr-004,M86,,DEFAULT,AT,EUR,7826,9313
mr-004,,657715,DEFAULT,AT,EUR,7826,9313
mr-004,M87,,DEFAULT,AT,EUR,7826,9313
mr-004,,657716,DEFAULT,AT,EUR,7826,9313
mr-004,M111,,DEFAULT,AT,EUR,12842,15282
mr-004,,673327,DEFAULT,AT,EUR,12842,15282
mr-004,B0001,,DEFAULT,AT,EUR,83406,99218
mr-004,B0001,,ORIGINAL,AT,EUR,92639,110242
mr-004,,000101,DEFAULT,AT,EUR,83406,99218
mr-004,,000101,ORIGINAL,AT,EUR,92639,110242
mr-004,B0002,,DEFAULT,AT,EUR,23134,27530
mr-004,,000201,DEFAULT,AT,EUR,23134,27530
mr-004,M12656,,DEFAULT,AT,EUR,16152,19221
mr-004,,107255,DEFAULT,AT,EUR,16152,19221
mr-004,M61240,,DEFAULT,AT,CHF,14130,16814
mr-004,M61240,,ORIGINAL,AT,CHF,15699,18682
mr-004,,100107,DEFAULT,AT,CHF,14130,16814
mr-004,,100107,ORIGINAL,AT,CHF,15699,18682
mr-004,C2235,,DEFAULT,AT,CHF,7270,8652
mr-004,C2235,,ORIGINAL,AT,CHF,8078,9613
mr-004,,1001454,DEFAULT,AT,CHF,7270,8652
mr-004,,1001454,ORIGINAL,AT,CHF,8078,9613
mr-004,,100223,DEFAULT,AT,CHF,16179,19254
mr-004,,100223,ORIGINAL,AT,CHF,17977,21393
