abstract_sku,concrete_sku,name.de_DE,name.en_US,description.de_DE,description.en_US,is_searchable.de_DE,is_searchable.en_US,bundled,is_quantity_splittable,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US,attribute_key_2,value_2,attribute_key_2.de_DE,value_2.de_DE,attribute_key_2.en_US,value_2.en_US
M62584,102841,"QUIPO Universalschrank - HxBxT 1950 x 915 x 421 mm - lichtgrau / enzianblau, ab 3 Stk","QUIPO universal cabinet - HxWxD 1950 x 915 x 421 mm - light gray / blue, from 3 pieces","Der <B>Universalschrank</B> mit vier Fachböden eignet sich zur Aufbewahrung von Bürounterlagen oder Werkstattmaterialien. Die hochwertige, 0,77 mm starke Stahlblechkonstruktion ist pulverbeschichtet. Die Schranktüren sind mittig verstärkt und allseitig umgekantet, die Scharniere sind innenliegend. Die Vorsatz-Flügeltüren des Schranks lassen sich bis zu einem Winkel von 110° öffnen und sind in den Farben Lichtgrau und Enzianblau erhältlich. Das versenkte, zweiriegelige Drehzylinderschloss ist verschiedenschließend, im Lieferumfang enthalten sind zwei Schlüssel.<br/><br/>Die vier lichtgrauen Fachböden sind im 46-mm-Raster höhenverstellbar und je bis ca. 50 kg belastbar. Das Gesamtgewicht des Universalschranks liegt bei 56,5 kg.<br/><br/>Der Universalschrank ist mit einem 100 mm hohen Sockel ausgestattet.<br/>Die <B>Außenmaße</B> betragen Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/>Die <B>Innenmaße</B> betragen Höhe x Breite x Tiefe 1810 x 845 x 377 mm.<br/><br/>Die Anlieferung erfolgt zerlegt, die Montage ist mühelos dank des einfachen Stecksystems. Hochwertige, 0,70 mm starke Stahlblechkonstruktion, pulverbeschichtet. Schranktüren mittig verstärkt und allseitig umgekantet, Scharniere innenliegend.<br/>Türöffnungswinkel 110°. Versenktes zweiriegeliges Drehzylinderschloss verschiedenschließend – Lieferung mit 2 Schlüsseln. Sockelhöhe 100 mm.<br/><br/>Serienmäßig mit 4 lichtgrauen Fachböden ausgestattet. Im 46-mm-Raster höhenverstellbar. Belastbarkeit pro Fachboden ca. 50 kg.<br/>Gesamtgewicht ca. 56,5 kg.<br/><br/><B>Außenmaße</B><br/>Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/><br/><B>Innenmaße</B><br/>Höhe x Breite x Tiefe 1810 x 845 x 377 mm.  ","The <B>universal cabinet</B> with four shelves is suitable for the storage of office documents or workshop materials. The high-quality, 0.77-mm-thick steel sheet construction is powder-coated. The cabinet doors are reinforced in the middle and are overturned on all sides; the hinges are on the inside. The intentional swing doors of the cabinet can be opened to an angle of 110° and are available in the colors of light gray and gentian blue. The sunk, double-locking rotary lock is unique locking; two keys are included in the delivery.<br/><br/>The four light-gray shelves are height-adjustable in a 46-mm pattern and can be loaded up to approx. 50 kg. The overall weight of the universal cabinet is 56.5 kg.<br/><br/>The universal cabinet is equipped with a 100-mm-high base.<br/>The <B>outside dimensions</B> are Height x Width x Depth 1950 x 915 x 421 mm.<br/>The <B>interior dimensions</B> are Height x Width x Depth 1810 x 845 x 377 mm.<br/><br/>Arrives disassembled; assembly is easy thanks to the simple plug system. High-quality, 0.70-mm-thick steel sheet construction, powder-coated. Cabinet doors reinforced in the middle and rounded on all sides, hinges inside.<br/>Door opening angle 110°. Sunken, two-point rotary cylinder closure different closing; delivered with 2 keys. Base height 100 mm.<br/><br/>Equipped standard with 4 light gray shelves. Height-adjustable in 46-mm pattern. Load capacity per shelf approx. 50 kg.<br/>Overall weight approx. 56.5 kg.<br/><br/><B>Outside dimensions</B><br/>Height x Width x Depth 1950 x 915 x 421 mm.<br/><br/><B>Interior dimensions</B><br/>Height x Width x Depth 1810 x 845 x 377 mm.  ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,No,,,,,,
M634,100288,"CP Stahlschrank, feuergeschützt - 4 Fachböden verstellbar - lichtgrau","CP steel cabinet, fire-resistant - 4 adjustable shelves - light gray"," Doppelwandige Ausführung. Zwischen den Wandungen 25 mm starke Spezial-Isolierplatten nach Klasse A1 gemäß DIN 4102. Schutz vor leichten Bränden und Einbruchsversuchen. Türen mit je 3 Sicherungsbolzen in die Seitenwände einrastend. Bolzenriegelwerk – riegelt nach unten und oben je einmal, seitlich dreimal. Doppelbart-Sicherheitsschloss inkl. 2 Schlüssel. Fachböden im 15-mm-Raster höhenverstellbar. 4 verstellbare Fachböden. "," Double-walled design. Between the walls are 25-mm-thick special insulation plates according to Class A1 in accordance with DIN 4102. Protection against light fires and break-in attempts. Doors each with 3 safety bolts locking into place in the side walls. Bolt work – one lock each on bottom and top, three on the side. Double-bit safety closure including 2 keys. Shelves in 15-mm pattern height-adjustable. 4 adjustable shelves. ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,No,,,,,,
M25598,427913,Logitech Optical Mouse M100 910-001605 USB 1.000dpi weiß,"Logitech Optical Mouse M100 910-001605 USB 1,000dpi, white","Einfaches Einrichten und Bedienen. Komfort für Rechts- und Linkshänder in Standardgröße. Hochauflösende, Optische Abtastung. Garantie: 3 Jahre eingeschränkte Hardwaregarantie.<p>* Maße: 6,1 x 3,9 x 11,2 cm (B x H x L) * Systemanforderung: Windows® XP, Vista, 7, 8, Mac OS X 10.4, Linux®-Kernel 2.6 * Art des Anschlusses: USB 2.0 * optische Auflösung: 1.000 dpi * 2 Tasten","Simple setup and operation. Comfort for right- and left-handers in standard size. High-resolution, optical scanning. Guarantee: 3-year limited hardware guarantee.<p>* Dimensions: 6.1 x 3.9 x 11.2 cm (W x H x D) * System requirements: Windows® XP, Vista, 7, 8, Mac OS X 10.4, Linux®-Kernel 2.6 * Type of connection: USB 2.0 * optical resolution: 1,000 dpi * 2 buttons",1,1,,,,,,,,,,,,,,
M25599,427914,Logitech Tastatur-Maus-Set MK120 920-002540 corded schwarz,"Logitech keyboard-mouse set MK120 920-002540, corded, black","Der Logitech® Desktop MK120 ist eine Maus-Tastatur-Kombination mit einem strapazierfähigen undansprechenden Design. Dank der flachen Tasten mit nahezu geräuschlosem Anschlag, einerherkömmlichen Tastenanordnung und Funktionstasten und einem Nummernblock in Standardgröße, könnenSie mit dieser Tastatur hohen Tippkomfort genießen. Die elegante Tastatur mit anpassbarer Höhe hat einflaches Profil, ein spritzwassergeschütztes Design und strapazierfähige Tasten, die auf bis zu 10 MillionenAnschläge ausgelegt sind. Damit sieht die Tastatur nicht nur gut aus, sondern ist auch für einenlangjährigen Einsatz konzipiert. Zudem ist die fettgedruckte und leuchtend weiße Beschriftung der Tastengut zu erkennen und sehr lange haltbar. Die hochauflösende optische Maus bietet mit ihrer flüssigen undpräzisen Abtastung und der angenehmen Form für Rechts- und Linkshänder gleichzeitig Komfort undKontrolle. Und die Installation ist kinderleicht: Schließen Sie Tastatur und Maus einfach an zwei USBAnschlüssean und legen Sie los.<p>* Layout der Tastatur: QWERTZ * Systemanforderung: Windows® XP, Vista, 7, Linux® Kernel 2.6+ * Art des Anschlusses: USB 2.0 * Farbe: schwarz","The Logitech® desktop MK120 is a mouse-keyboard combination with a durable and appealing design. Thanks to the flat buttons with nearly noiseless approach, the usual key arrangement and function buttons and a number block in standard size, you can enjoy great comfort while typing with this keyboard. The elegant keyboard with adjustable height has a flat profile, a waterproof design and durable buttons, which are designed for up to 10 million approaches. Thus, the keyboard doesn’t just look good, it’s also designed for many years of use. In addition, the bold and luminous white labeling of the buttons are easy to read and remain durable for a long time. With its fluid and precise buttons and the pleasant form for right- and left-handers, the high-resolution optical mouse offers you comfort and control at the same time. And installing it is incredibly simple: Simply connect the keyboard and mouse to two USB connections and begin.<p>* Layout of the keyboard: QWERTZ * System requirements: Windows® XP, Vista, 7, Linux® Kernel 2.6+ * Type of connection: USB 2.0 * Color: black",1,1,,,,,,,,,,,,,,
M22232,422528,Xlyne USB-Stick OTG 7508000 8GB silber,"Xlyne USB stick OTG 7508000 8GB, silver","Einfaches Einrichten und Bedienen. Komfort für Rechts- und Linkshänder in Standardgröße. Hochauflösende, Optische Abtastung. Garantie: 3 Jahre eingeschränkte Hardwaregarantie.<p>* Maße: 6,1 x 3,9 x 11,2 cm (B x H x L) * Systemanforderung: Windows® XP, Vista, 7, 8, Mac OS X 10.4, Linux®-Kernel 2.6 * Art des Anschlusses: USB 2.0 * optische Auflösung: 1.000 dpi * 2 Tasten","Simple setup and operation. Comfort for right- and left-handers in standard size. High-resolution, optical scanning. Guarantee: 3-year limited hardware guarantee.<p>* Dimensions: 6.1 x 3.9 x 11.2 cm (W x H x D) * System requirements: Windows® XP, Vista, 7, 8, Mac OS X 10.4, Linux®-Kernel 2.6 * Type of connection: USB 2.0 * optical resolution: 1,000 dpi * 2 buttons",1,1,,,,,,,,,,,,,,
M11306,103235,Topstar Bandscheibendrehstuhl - ohne Armlehnen - Bezug bordeaux,Topstar spinal swivel chair - without armrests - cover bordeaux,"Der TOPSTAR Bandscheibendrehstuhl ist mit einem speziellen Bandscheibensitz sowie einer Permanentkontaktmechanik ausgestattet. Beides garantiert sowohl bequemes Sitzen als auch rückenschonendes Arbeiten. Zudem hat er eine leicht ansteigende Sitzfläche, wodurch die Beckenrotation begrenzt wird und so Bandscheibenproblemen vorgebeugt werden kann.<br/><br/>Pflegeleichter Stoffbezug. Gestell in Graphitschwarz RAL 9011. Standardmäßig Rollen für weiche Böden. Armlehnen können als Zubehör dazu gekauft werden.<br/><br/><B>Ihr Vorteil</B><br/>Preisknüller mit hohem Sitzkomfort. In 4 Farben verfügbar. Pflegeleichter Stoffbezug. Gestell in Graphitschwarz RAL 9011.<br/>Standardmäßig Rollen für weiche Böden.  ","The TOPSTAR spinal swivel chair is equipped with a special spine-friendly seat as well as a permanent contact mechanism. Both guarantee comfortable sitting as well as ergonomic work. In addition, it has a slightly increasing seat, whereby pelvic rotation is limited and thus problems with the spine can be avoided.<br/><br/>Easy-to-care-for fabric cover. Frame in graphite black RAL 9011. Standard rollers for soft floors Armrests can also be purchased as an accessory.<br/><br/><B>Your advantage</B><br/>Bargain price with high seating comfort. Available in 4 colors. Easy-to-care-for fabric cover. Design in graphite black RAL 9011.<br/>Standard rolling for soft floors.  ",1,1,,,bezugsfarbe,bordeaux,bezugsfarbe,bordeaux,bezugsfarbe,bordeaux,,,,,,
M11480,101441,"Topstar Bandscheiben-Drehstuhl, Synchronmechanik, Bandscheibensitz - Bezug 100 % Polyacryl - schwarz","Topstar disc swivel chair, synchronous mechanism, disc seating - cover 100% polyacrylic - black"," Strapazierfähiger Stoffbezug. Gestell in Graphitschwarz RAL 9011. <br/>Standardmäßig Rollen für weiche Böden.  "," Durable fabric cover. Frame in graphite black RAL 9011. <br/>Standard rollers for soft floors  ",1,1,,,bezugsfarbe,schwarz,bezugsfarbe,schwarz,bezugsfarbe,black,,,,,,
M58100,102169,"office akktiv Bandscheiben-Drehstuhl, Rückenlehnenhöhe 580 mm - Punktsynchron-Mechanik, Schiebesitz - ohne Armlehnen, Bezug grau","office active vertebral disc swivel chair, backrest height 580 mm - point-synchronous mechanism, sliding seat - without armrests, cover gray"," Pflegeleichter Stoffbezug. Bezugsmaterial Trevira CS – schwer entflammbar. Erfüllt die Brandschutznorm EN 1021, Teil 1 + 2.<br/>Aluminiumgestell, poliert. Standardmäßig Rollen für weiche Böden.  "," Easy-to-care-for fabric cover. Cover material Trevira CS – fire-resistant. Fulfills the fire protection norm EN 1021, Part1 + 2.<br/>Aluminum substructure, polished. Standard rollers for soft floors  ",1,1,,,bezugsfarbe,grau,bezugsfarbe,grau,bezugsfarbe,gray,,,,,,
M69408,103510,"office akktiv Operator-Drehstuhl, Rückenlehnenhöhe 550 mm - Punktsynchron-Mechanik, Flachsitz - Sitz schwarz, Netzrücken weiß","office active operator swivel chair, backrest height 550 mm - point-synchronous mechanism, flat seat - seat black, netting backrest, white","Der <B>Operator-Bürodrehstuhl</B> ist ideal für Vielsitzer im Büro. Der ergonomische und höhenverstellbare Flachsitz mit Lendenwirbelstütze und zusätzlicher Knierolle bietet hohen Sitzkomfort. Der Operator-Bürodrehstuhl ist ausgestattet mit Punktsynchron-Mechanik sowie Rollen für weiche Böden. Der pflegeleichte Stoffbezug aus Trevira CS ist schwer entflammbar und erfüllt die Brandschutznorm EN 1021, Teil 1 und 2. Die Netzrückenlehne aus Polyester ist 550 mm hoch. Der office akktiv Drehstuhl ist in verschiedenen Farbausführungen erhältlich. Pflegeleichter Stoffbezug. Bezugsmaterial Trevira CS – schwer entflammbar. Erfüllt die Brandschutznorm EN 1021, Teil 1 + 2. Netzrückenlehne aus 100% Polyester. Gestell Aluminium, poliert. Standardmäßig Rollen für weiche Böden.  ","The <B>operator office swivel chair</B> is ideal for seating in the office. The ergonomic and height-adjustable flat seat with lumbar support and additional knee rollers offer high sitting comfort. The operator office swivel chair is equipped with point-synchronous mechanics as well as rollers for soft floors. The easy-to-care-for fabric cover made of Trevira CS is flame-resistant and fulfills the fire protection norm EN 1021, Part 1 and 2. The mesh back rest made of polyester is 550 mm high. The office active swivel chair is available in different color designs. Easy-to-care-for fabric cover. Cover material Trevira CS – fire-resistant. Fulfills the fire protection norm EN 1021, Part1 + 2. Mesh backrest made of 100% polyester. Aluminum substructure, polished. Standard rollers for soft floors  ",1,1,,,bezugsfarbe,schwarz,bezugsfarbe,schwarz,bezugsfarbe,black,,,,,,
M58095,102177,"office akktiv Bandscheiben-Drehstuhl, Rückenlehnenhöhe 520 mm - Punktsynchron-Mechanik - ohne Armlehnen, Bezug grau","office active vertebral disc swivel chair, backrest height 520 mm - point-synchronous mechanism - without armrests, cover gray"," Pflegeleichter Stoffbezug. Bezugsmaterial Trevira CS – schwer entflammbar. Erfüllt die Brandschutznorm EN 1021, Teil 1 + 2.<br/>Aluminiumgestell, schwarz pulverbeschichtet. Standardmäßig Rollen für weiche Böden.  "," Easy-to-care-for fabric cover. Cover material Trevira CS – fire-resistant. Fulfills the fire protection norm EN 1021, Part1 + 2.<br/>Aluminum substructure, black powder-coated. Standard rollers for soft floors  ",1,1,,,bezugsfarbe,grau,bezugsfarbe,grau,bezugsfarbe,gray,,,,,,
M2366,104524,"Holz-Schalenstuhl mit durchgehender Schale - Gestell verchromt, VE 4 Stk - Holz anthrazit","Wood stacking chair with continuous shell - substructure coated, VE 4 pieces - wood anthracite"," Sitze und Rückenlehnen aus Buchenschichtholz, anatomisch geformt.<br/>Stahlrohrgestelle. Mit Kunststoffbodengleitern.<br/>Stühle vielfach stapelbar.<br/>Gestell aus Rundrohr, Ø 20 / 1,5 mm.<br/><B>Verpackungseinheit 4 Stück.</B>  "," Seats and backrests made of beech plywood, anatomically formed.<br/>Steel pipe substructure. With plastic floor glides.<br/>Chairs stackable in multiple ways.<br/>Substructure made of round pipe, Ø 20 / 1.5 mm.<br/><B>Package unit 4 pieces.</B>  ",1,1,,,,,,,,,,,,,,
M64933,101515,"Schalenstuhl aus Polypropylen - ohne Polster - rot, VE 4 Stk","stacking chair made of polypropylene - without upholstery - red, VE 4 pieces","Preiswerte, stapelbare Schalenstühle für den Innenbereich, z.B. in Kantine, Seminarraum, Wartezimmer, Aula und Besprechungsecke.<br/><br/>Robuste Sitzschale aus Polypropylen. Verchromtes Stahlrohrgestell, Ø 20 x 1,5 mm, mit Bodengleitern.<br/><B>Sitzmaße</B><br/>Breite x Tiefe x Höhe 435 x 450 x 420 mm.<br/><B>Gesamtmaße</B><br/>Höhe x Breite x Tiefe 800 x 495 x 520 mm.<p>","Affordable, stackable shell chairs for interior areas, e.g. in cafeterias, seminar rooms, waiting rooms, auditoriums, and meeting rooms.<br/><br/>Robust seat shell made of polypropylene. Chromed steel pipe substructure, Ø 20 x 1.5 mm, with floor gliders.<br/><br/Seat dimensions</B><br/>Width x Breadth x Height 435 x 450 x 420 mm.<br/><br/><B>Overall dimensions</B><br/>Height x Width x Depth 800 x 495 x 520 mm.<p>",1,1,,,,,,,,,,,,,,
M1000785,212427,"Holz-Schalenstuhl, gepolstert - VE 4 Stk, Gestell verchromt - Polster schwarz","Wood stackable chair, upholstered - VE 4 pieces, substructure chromed - upholstery black"," Sitze und Rückenlehnen aus Buchenschichtholz, anatomisch geformt.<br/>Mit gepolsterter Sitz- und Rückenlehne. Polster 100% Polyester, feuersicher nach BS 5852:1990 (BS 7176:1991).<br/>Stahlrohrgestell aus Rundrohr, Ø 20 / 2 mm. Mit Kunststoffbodengleitern.<br/>Stühle vielfach stapelbar.<br/><B>Verpackungseinheit 4 Stück.</B>  "," Seats and backrests made of beech plywood, anatomically formed.<br/>With upholstered seats and backrests. Upholstery 100% polyester, fire-resistance according to BS 5852:1990 (BS 7176:1991).<br/>Tubular steel frame made of round tube, Ø 20 / 2 mm. With plastic floor glides.<br/>Chairs stackable in multiple ways.<br/><B>Package unit 4 pieces.</B>  ",1,1,,,,,,,,,,,,,,
M1013168,517598,"magnetoplan® Flipchart JUNIOR PLUS - Schreibfläche 680 x 980 mm magnethaftend - höhenverstellbar bis 1,85 m","magnetoplan® Flipchart JUNIOR PLUS - writing surface 680 x 980 mm, magnetic - height-adjustable up to 1.85 m"," Flipchart für Einsteiger mit Qualitätsansprüchen. Auch als Informationsträger für wichtige Mitteilungen in Banken und Versicherungen ideal einsetzbar.  "," Flipchart for beginners with demand for quality. Also ideally usable as an information carrier for important communications to banks and insurance agencies.  ",1,1,,,,,,,,,,,,,,
M766,102917,"Rechtecktisch, Rundrohr verchromt - 800 x 800 mm - Buche natur","Rectangular table, rectangular tubing, chromed - 800 x 800 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M1013287,517630,"Smit Visual Rednerpult, höhenverstellbar - mobil mit 4 Rollen - schwarz / Buche-Dekor","Smit Visual lectern, height-adjustable - mobile, with 4 rollers - black / beech decor"," Schlichtes, sehr flexibles Rednerpult für den schnellen Einsatz! Leicht zu transportieren, ideal für Konferenzen und Seminare. Das Rednerpult ist auf 4 Rollen mobil und steht mit 2 feststellbaren Rollen sicher auf dem Podium. Die pulverbeschichtete Stahlkonstruktion sorgt für höchste Stabilität.  "," Simple, very flexible lectern for fast use! Easy to transport, ideal for conferences and seminars. The lectern is mobile on 4 rollers and, with 2 adjustable rollers, stands securely on the podium. The powder-coated steel construction ensures the highest stability.  ",1,1,,,ablagenfarbe,Buche-Dekor,ablagenfarbe,Buche-Dekor,ablagenfarbe,beech decor,,,,,,
M771,102922,"Rechtecktisch, Rundrohr verchromt - 1600 x 800 mm - Buche natur","Rectangular table, rectangular tubing, chromed - 1600 x 800 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M1013541,519762,Rednerpult universell - mit Ablageboden - grau,Universal lectern - with upper shelf - gray," Dieses universell einsetzbare Rednerpult ist leicht zu transportieren und fügt sich durch das neutrale Design in jede Umgebung passend ein. Die solide Stahlkonstruktion gewährt sicheren Stand. Das zusätzliche Ablagefach ist großzügig angelegt. Die geschlossene Vorderseite bietet jedem Redner entsprechende Sicherheit und unterstreicht die universelle Einsatzmöglichkeit.  "," This universally usable lectern is easy to transport and, thanks to its neutral design, is suitable for every environment. The solid steel construction ensures a secure stand. The additional compartment is generously designed. The closed front side offers each speaker the appropriate safety and emphasizes the universal possibilities for use.  ",1,1,,,gestellfarbe,grau,gestellfarbe,grau,gestellfarbe,gray,,,,,,
M787,102923,"Trapeztisch, Rundrohr verchromt - 1200 / 600 x 600 mm - Buche natur","Trapezoid table, rectangular tubing, chromed - 600 x 600 mm - beech, natural"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Substructure made of round pipe, Ø 38 mm. Chromed. Frame 40 x 20 mm in black.<br/>25 mm thick tabletop with plastic surface, ABS edging, resistant to acids and cigarette ash. With height-adjustable floor gliders.<br/><B>Height 720 mm.</B>  ",1,1,,,,,,,,,,,,,,
M21705,655941,Clairefontaine Farblaserpapier DCP 6827C DIN A3 160g el 250 Bl./Pack.,Clairefontaine color laser paper DIN 6827C DIN A3 160 g ivory 250 sheets/pack.,"Transparenter, wiederverschliessbarer und recyclebarer Rieseinschlag.<p>* Grammatur: 160 g/m² * beidseitig bedruckbar * Farbe: elfenbein * 250 Bl./Pack.","Transparent, reusable and recyclable ream impact.<p>* Weighting: 160 g/m² * inscribable on both sides * color: ivory * 250 sheets/pack.",1,1,,,farbe,elfenbein,farbe,elfenbein,farbe,ivory,,,,,,
M1079221,413852,"IDEAL Schreibtisch-Aktenvernichter, EASY-TOUCH - professionelle Ausstattung, Höhe 428 mm - Partikelschnittart","IDEAL desk document shredder, EASY-TOUCH professional equipping, height 428 mm - particle cut type","  Formschöner Schnittgutbehälter mit 20 Litern Auffangvolumen. Seitliche Griffmulden zum Abheben des Gerätekopfes. ","  Beautiful waste container with 20 liters of collecting volume. Side grips for lifting the device head. ",1,1,,,zerkleinerungsart,Partikel,zerkleinerungsart,Partikel,zerkleinerungsart,Particle,,,,,,
M1079222,413854,"IDEAL Schreibtisch-Aktenvernichter, EASY-TOUCH - komfortable Ausstattung, Höhe 516 mm - Partikelschnittart","IDEAL desk document shredder, EASY-TOUCH comfortable equipping, height 516 mm - particle cut type","  Hochwertiger Holzunterschrank. Herausnehmbarer Schnittgutbehälter mit Sichtfenster als Füllstandsanzeige. ","  High-quality wood floor cabinet. Removable waste container with viewing window as fill level display. ",1,1,,,zerkleinerungsart,Partikel,zerkleinerungsart,Partikel,zerkleinerungsart,Particle,,,,,,
M5022,400074,EUROKRAFT Fahr- und Tragkarre - Tragfähigkeit 350 kg - mit Luftreifen,EUROKRAFT Driving and carrying cart - load capacity 350 kg - with air tires,"Durch ihre sehr hohe Tragfähigkeit ist die EUROKRAFT Fahr-und Tragkarre optimal zum Einsatz auf der Baustelle oder im Haushalt geeignet. Steine, Quaderblöcke, schwere Zementsäcke sowie Waschmaschinen und Umzugskartons können durch die Fahr- und Tragkarre mühelos angehoben und befördert werden. Die hochwertige Schaufel verhindert das Abrutschen der Ladung, da sie über einen <b>profilierten Gummibelag </b> verfügt. Stabile, rollengelagerte <b>Luftreifen mit Radnaben</b> können leichte Unebenheiten im Untergrund ausgleichen und vereinfachen so die Bedienung der Fahr- und Tragkarre deutlich.  <p>Einzigartig ist die EUROKRAFT Fahr- und Tragkarre durch ihre praktische Tragefunktion. Zwei <b>eingehängte Trageholme</b> ermöglichen das Anheben der Tragkarre durch eine zweite Person. Durch die Zwei-Mann-Bedienung können auch besonders wuchtige oder empfindliche Gegenstände angehoben werden und Stufen problemlos überwinden. Damit ein Abrutschen beim Tragen der Karre vermieden wird, sind die <b>Trageholme rutschfest überzogen</b>. Durch diese Flexibilität kann sich die EUROKRAFT Fahr- und Tragkarre ideal an die jeweilige Lage anpassen. </p> <ul><li>Schaufel mit profiliertem Gummibelag</li><li>Rollengelagerte  Luftreifen mit Radnaben</li><li>Eingehängte, rutschfeste Trageholme</li><li>Gesamt HxB: 1120 x 580 mm</li><li>Schaufel BxT: 450 x 180 mm</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012. Schaufel mit profiliertem Gummibelag. Zwei eingehängte Tragholme, rutschfest überzogen. Komfortable Luftreifen, Radnaben mit Rollenlager.  ","Thanks to its very high load capacity, the EUROKRAFT driving and carrying cart is optimally suited for use on construction sites or in the household. Stones, ashlar blocks, heavy cement sacks as well as washing machine and moving boxes can be effortlessly lifted and transported by the driving and carrying cart. The high-quality shovel prevents the cargo from slipping, because it has a <b>profiled rubber coating</b>. Stable, roller-mounted <b>air tires with hubs</b> can compensate for light unevenness on the ground and thus clearly simplifies the operation of the driving and carrying cart.  <p>The EUROKRAFT driving and carrying cart is unique because of its practical carrying function. Two <b>attached stretchers</b> allow for the lifting of the carrying cart by a second person. Thanks to its two-man operation, even particularly massive or sensitive objects can be lifted and steps can be effortlessly overcome. To prevent the cart from slipping during carrying, the <b>stretcher is covered with a non-slip covering</b>. Thanks to this flexibility, the EUROKRAFT driving and carrying cart can ideally adjust to the respective situation. </p> <ul><li>Shovel with profiled rubber coating</li><li>Roll-mounted air tires with hubs</li><li>Mounted, anti-slip stretcher</li><li>Overall HxW: 1120 x 580 mm</li><li>Shovel WxD: 450 x 180 mm</li></ul>? At least 10-year guarantee<br/>? Top quality<br/>? 5-year after-sales service<br/>? From selected suppliers<br/>? Custom-made products possible<p>Available in nearly every RAL color. Extra charge only 10%.</p> Powder-coated, standard light blue RAL 5012. Shovel with profiled rubber coating. Two mounted stretchers, anti-slip coating. Comfortable air tires, hubs with roller bearings.  ",1,1,,,,,,,,,,,,,,
