abstract_sku,old_sku,concrete_sku,name.de_DE,name.en_US,description.de_DE,description.en_US,is_searchable.de_DE,is_searchable.en_US,bundled,is_quantity_splittable,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US
M771,,102922,"Rechtecktisch, Rundrohr verchromt - 1600 x 800 mm - Buche natur","Rechtecktisch, Rundrohr verchromt - 1600 x 800 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,rechteckig,form,rechteckig,form,rechteckig
M1013541,,519762,Rednerpult universell - mit Ablageboden - grau,Rednerpult universell - mit Ablageboden - grau, Dieses universell einsetzbare Rednerpult ist leicht zu transportieren und fügt sich durch das neutrale Design in jede Umgebung passend ein. Die solide Stahlkonstruktion gewährt sicheren Stand. Das zusätzliche Ablagefach ist großzügig angelegt. Die geschlossene Vorderseite bietet jedem Redner entsprechende Sicherheit und unterstreicht die universelle Einsatzmöglichkeit.  , Dieses universell einsetzbare Rednerpult ist leicht zu transportieren und fügt sich durch das neutrale Design in jede Umgebung passend ein. Die solide Stahlkonstruktion gewährt sicheren Stand. Das zusätzliche Ablagefach ist großzügig angelegt. Die geschlossene Vorderseite bietet jedem Redner entsprechende Sicherheit und unterstreicht die universelle Einsatzmöglichkeit.  ,1,1,,,gestellfarbe,grau,gestellfarbe,grau,gestellfarbe,grau
M787,,102923,"Trapeztisch, Rundrohr verchromt - 1200 / 600 x 600 mm - Buche natur","Trapeztisch, Rundrohr verchromt - 1200 / 600 x 600 mm - Buche natur"," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  "," Gestell aus Rundrohr, Ø 38 mm. Verchromt. Zarge 40 x 20 mm in Schwarz.<br/>25 mm starke Tischplatte mit Kunststoffbelag, ABS-Umleimer, beständig gegen Säuren und Zigarettenglut. Mit höhenverstellbaren Bodengleitern.<br/><B>Höhe 720 mm.</B>  ",1,1,,,form,Trapezform,form,Trapezform,form,Trapezform
M21705,,655941,Clairefontaine Farblaserpapier DCP 6827C DIN A3 160g el 250 Bl./Pack.,Clairefontaine Farblaserpapier DCP 6827C DIN A3 160g el 250 Bl./Pack.,"Transparenter, wiederverschliessbarer und recyclebarer Rieseinschlag.<p>* Grammatur: 160 g/m² * beidseitig bedruckbar * Farbe: elfenbein * 250 Bl./Pack.","Transparenter, wiederverschliessbarer und recyclebarer Rieseinschlag.<p>* Grammatur: 160 g/m² * beidseitig bedruckbar * Farbe: elfenbein * 250 Bl./Pack.",1,1,,,farbe,elfenbein,farbe,elfenbein,farbe,elfenbein
M1079221,,413852,"IDEAL Schreibtisch-Aktenvernichter, EASY-TOUCH - professionelle Ausstattung, Höhe 428 mm - Partikelschnittart","IDEAL Schreibtisch-Aktenvernichter, EASY-TOUCH - professionelle Ausstattung, Höhe 428 mm - Partikelschnittart",  Formschöner Schnittgutbehälter mit 20 Litern Auffangvolumen. Seitliche Griffmulden zum Abheben des Gerätekopfes. ,  Formschöner Schnittgutbehälter mit 20 Litern Auffangvolumen. Seitliche Griffmulden zum Abheben des Gerätekopfes. ,1,1,,,zerkleinerungsart,Partikel,zerkleinerungsart,Partikel,zerkleinerungsart,Partikel
M1079222,,413854,"IDEAL Schreibtisch-Aktenvernichter, EASY-TOUCH - komfortable Ausstattung, Höhe 516 mm - Partikelschnittart","IDEAL Schreibtisch-Aktenvernichter, EASY-TOUCH - komfortable Ausstattung, Höhe 516 mm - Partikelschnittart",  Hochwertiger Holzunterschrank. Herausnehmbarer Schnittgutbehälter mit Sichtfenster als Füllstandsanzeige. ,  Hochwertiger Holzunterschrank. Herausnehmbarer Schnittgutbehälter mit Sichtfenster als Füllstandsanzeige. ,1,1,,,zerkleinerungsart,Partikel,zerkleinerungsart,Partikel,zerkleinerungsart,Partikel
M5022,,400074,EUROKRAFT Fahr- und Tragkarre - Tragfähigkeit 350 kg - mit Luftreifen,EUROKRAFT Fahr- und Tragkarre - Tragfähigkeit 350 kg - mit Luftreifen,"Durch ihre sehr hohe Tragfähigkeit ist die EUROKRAFT Fahr-und Tragkarre optimal zum Einsatz auf der Baustelle oder im Haushalt geeignet. Steine, Quaderblöcke, schwere Zementsäcke sowie Waschmaschinen und Umzugskartons können durch die Fahr- und Tragkarre mühelos angehoben und befördert werden. Die hochwertige Schaufel verhindert das Abrutschen der Ladung, da sie über einen <b>profilierten Gummibelag </b> verfügt. Stabile, rollengelagerte <b>Luftreifen mit Radnaben</b> können leichte Unebenheiten im Untergrund ausgleichen und vereinfachen so die Bedienung der Fahr- und Tragkarre deutlich.  <p>Einzigartig ist die EUROKRAFT Fahr- und Tragkarre durch ihre praktische Tragefunktion. Zwei <b>eingehängte Trageholme</b> ermöglichen das Anheben der Tragkarre durch eine zweite Person. Durch die Zwei-Mann-Bedienung können auch besonders wuchtige oder empfindliche Gegenstände angehoben werden und Stufen problemlos überwinden. Damit ein Abrutschen beim Tragen der Karre vermieden wird, sind die <b>Trageholme rutschfest überzogen</b>. Durch diese Flexibilität kann sich die EUROKRAFT Fahr- und Tragkarre ideal an die jeweilige Lage anpassen. </p> <ul><li>Schaufel mit profiliertem Gummibelag</li><li>Rollengelagerte  Luftreifen mit Radnaben</li><li>Eingehängte, rutschfeste Trageholme</li><li>Gesamt HxB: 1120 x 580 mm</li><li>Schaufel BxT: 450 x 180 mm</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012. Schaufel mit profiliertem Gummibelag. Zwei eingehängte Tragholme, rutschfest überzogen. Komfortable Luftreifen, Radnaben mit Rollenlager.  ","Durch ihre sehr hohe Tragfähigkeit ist die EUROKRAFT Fahr-und Tragkarre optimal zum Einsatz auf der Baustelle oder im Haushalt geeignet. Steine, Quaderblöcke, schwere Zementsäcke sowie Waschmaschinen und Umzugskartons können durch die Fahr- und Tragkarre mühelos angehoben und befördert werden. Die hochwertige Schaufel verhindert das Abrutschen der Ladung, da sie über einen <b>profilierten Gummibelag </b> verfügt. Stabile, rollengelagerte <b>Luftreifen mit Radnaben</b> können leichte Unebenheiten im Untergrund ausgleichen und vereinfachen so die Bedienung der Fahr- und Tragkarre deutlich.  <p>Einzigartig ist die EUROKRAFT Fahr- und Tragkarre durch ihre praktische Tragefunktion. Zwei <b>eingehängte Trageholme</b> ermöglichen das Anheben der Tragkarre durch eine zweite Person. Durch die Zwei-Mann-Bedienung können auch besonders wuchtige oder empfindliche Gegenstände angehoben werden und Stufen problemlos überwinden. Damit ein Abrutschen beim Tragen der Karre vermieden wird, sind die <b>Trageholme rutschfest überzogen</b>. Durch diese Flexibilität kann sich die EUROKRAFT Fahr- und Tragkarre ideal an die jeweilige Lage anpassen. </p> <ul><li>Schaufel mit profiliertem Gummibelag</li><li>Rollengelagerte  Luftreifen mit Radnaben</li><li>Eingehängte, rutschfeste Trageholme</li><li>Gesamt HxB: 1120 x 580 mm</li><li>Schaufel BxT: 450 x 180 mm</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012. Schaufel mit profiliertem Gummibelag. Zwei eingehängte Tragholme, rutschfest überzogen. Komfortable Luftreifen, Radnaben mit Rollenlager.  ",1,1,,,,,,,,
M5043,,400072,EUROKRAFT Sackkarre aus Stahl - Tragfähigkeit 500 kg - mit Vollgummireifen,EUROKRAFT Sackkarre aus Stahl - Tragfähigkeit 500 kg - mit Vollgummireifen,"Die EUROKRAFT Sackkarre aus Stahl ist ein wahrer Lastenträger. Mit der beachtlichen <b> Tragfähigkeit von 500 kg</b> können nahezu alle schweren Gegenstände auf ihr transportiert werden. Eine enorme Stabilität erreicht die Sackkarre durch die Härte und Bruchfestigkeit des Stahls. Die hochwertige Verschweißung sowie die <b>Pulverbeschichtung</b> tragen zusätzlich zu der hohen Haltbarkeit der EUROKRAFT Sackkarre aus Stahl bei.  <p>Auf den widerstandsfähigen und <b>pannensicheren Vollgummireifen</b> mit Rollenlagerung können die hohen Gewichte störungsfrei befördert werden. Die <b>Schaufel misst 480 x 200 mm</b> und bietet somit die ideale Auflagefläche. Die Gesamtmaße der EUROKRAFT Sackkarre aus Stahl belaufen sich auf <b>1.290 x 620 mm</b>.</p> <ul><li>Tragfähigkeit 500 kg</li><li>Farbe: lichtblau RAL 5012</li><li>Vollgummireifen mit Rollenlagerung</li><li> Handgriffe nach geltenden Sicherheitsvorschriften</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung. Pulverbeschichtet, lichtblau RAL 5012. Vollgummibereifung. ","Die EUROKRAFT Sackkarre aus Stahl ist ein wahrer Lastenträger. Mit der beachtlichen <b> Tragfähigkeit von 500 kg</b> können nahezu alle schweren Gegenstände auf ihr transportiert werden. Eine enorme Stabilität erreicht die Sackkarre durch die Härte und Bruchfestigkeit des Stahls. Die hochwertige Verschweißung sowie die <b>Pulverbeschichtung</b> tragen zusätzlich zu der hohen Haltbarkeit der EUROKRAFT Sackkarre aus Stahl bei.  <p>Auf den widerstandsfähigen und <b>pannensicheren Vollgummireifen</b> mit Rollenlagerung können die hohen Gewichte störungsfrei befördert werden. Die <b>Schaufel misst 480 x 200 mm</b> und bietet somit die ideale Auflagefläche. Die Gesamtmaße der EUROKRAFT Sackkarre aus Stahl belaufen sich auf <b>1.290 x 620 mm</b>.</p> <ul><li>Tragfähigkeit 500 kg</li><li>Farbe: lichtblau RAL 5012</li><li>Vollgummireifen mit Rollenlagerung</li><li> Handgriffe nach geltenden Sicherheitsvorschriften</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung. Pulverbeschichtet, lichtblau RAL 5012. Vollgummibereifung. ",1,1,,,,,,,,
M5044,,403006,"EUROKRAFT Stahl-Sackkarre - Tragfähigkeit 350 kg, Schaufeltiefe 250 mm - Luftreifen, Rad-Ø 260 mm","EUROKRAFT Stahl-Sackkarre - Tragfähigkeit 350 kg, Schaufeltiefe 250 mm - Luftreifen, Rad-Ø 260 mm","Der stabile Stahlrahmen, die sauber ausgeführten Schweißnähte an der Ladeschaufel sowie an den Querstreben verleihen der Stahl-Sackkarre eine besonders hohe Beständigkeit und Qualität. Für maximale Stabilität ist die Stahl-Sackkarre zusätzlich feuerverzinkt. Dadurch und durch die <b>Tragfähigkeit von 350 kg</b> sorgt sie für beste Praxistauglichkeit und eine lange Lebensdauer.  <p> Die Stahl-Sackkarre kann durch die Handgriffe leicht gekippt und angeschoben werden ohne dabei abzurutschen. Säcke und Fässer können durch die  <b>leicht gewölbten Querstreben</b> besonders gut transportiert werden.</p> <ul><li>Maße der Schaufel: 400 x 250 mm</li><li>Maße Gesamt: 1.060 x 480 mm</li><li>Leicht gewölbte Querstreben </li><li>Feuerverzinkte Stahlkonstruktion</li><li>rollengelagerte Vollgummi- oder Luftreifen</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung. Feuerverzinkt. <B>Mit leicht gewölbten Querstreben,</B> ideal für Säcke. ","Der stabile Stahlrahmen, die sauber ausgeführten Schweißnähte an der Ladeschaufel sowie an den Querstreben verleihen der Stahl-Sackkarre eine besonders hohe Beständigkeit und Qualität. Für maximale Stabilität ist die Stahl-Sackkarre zusätzlich feuerverzinkt. Dadurch und durch die <b>Tragfähigkeit von 350 kg</b> sorgt sie für beste Praxistauglichkeit und eine lange Lebensdauer.  <p> Die Stahl-Sackkarre kann durch die Handgriffe leicht gekippt und angeschoben werden ohne dabei abzurutschen. Säcke und Fässer können durch die  <b>leicht gewölbten Querstreben</b> besonders gut transportiert werden.</p> <ul><li>Maße der Schaufel: 400 x 250 mm</li><li>Maße Gesamt: 1.060 x 480 mm</li><li>Leicht gewölbte Querstreben </li><li>Feuerverzinkte Stahlkonstruktion</li><li>rollengelagerte Vollgummi- oder Luftreifen</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung. Feuerverzinkt. <B>Mit leicht gewölbten Querstreben,</B> ideal für Säcke. ",1,1,,,,,,,,
M70208,,403125,EUROKRAFT Transportkarre - mit offener Schaufel - Tragfähigkeit 400 kg,EUROKRAFT Transportkarre - mit offener Schaufel - Tragfähigkeit 400 kg,"Die <b>praktischen Handgriffe</b> der Transportkarre liegen gut in der Hand und erleichtern das Anheben und Bewegen von Gütern deutlich. Durch die <b>enorm hohe Traglast von 400 kg</b> kann die Transportkarre auch bei sperrigen und besonders schweren Objekten zum Einsatz kommen.  <p>Der Rahmen der Transportkarre ist mit <b>leicht gewölbten Querstreben</b> ausgestattet und daher ideal zum Transport von Säcken geeignet.  Überaus widerstandsfähig und langlebig ist die Transportkarre durch ihre qualitative Stahlkonstruktion. Die<b>offene Stahl-Schaufel</b> bietet mit einer <b>Breite x Tiefe von 365 x 385 mm</b> eine stabile Auflagefläche. Dabei ermöglichen die rollengelagerten <b>Vollgummireifen</b> ein müheloses und entlastendes Anschieben der Transportkarre. </p> <ul><li>Gesamt HxB 1275 x 560 mm</li><li>Leicht gewölbte Querstreben</li><li>Hohe Tragfähigkeit 400 kg</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012.<br/>Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Vollgummibereifung, Räder mit Rollenlagerung.<br/><B>Mit leicht gewölbten Querstreben,</B> ideal für Säcke.  ","Die <b>praktischen Handgriffe</b> der Transportkarre liegen gut in der Hand und erleichtern das Anheben und Bewegen von Gütern deutlich. Durch die <b>enorm hohe Traglast von 400 kg</b> kann die Transportkarre auch bei sperrigen und besonders schweren Objekten zum Einsatz kommen.  <p>Der Rahmen der Transportkarre ist mit <b>leicht gewölbten Querstreben</b> ausgestattet und daher ideal zum Transport von Säcken geeignet.  Überaus widerstandsfähig und langlebig ist die Transportkarre durch ihre qualitative Stahlkonstruktion. Die<b>offene Stahl-Schaufel</b> bietet mit einer <b>Breite x Tiefe von 365 x 385 mm</b> eine stabile Auflagefläche. Dabei ermöglichen die rollengelagerten <b>Vollgummireifen</b> ein müheloses und entlastendes Anschieben der Transportkarre. </p> <ul><li>Gesamt HxB 1275 x 560 mm</li><li>Leicht gewölbte Querstreben</li><li>Hohe Tragfähigkeit 400 kg</li></ul>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012.<br/>Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Vollgummibereifung, Räder mit Rollenlagerung.<br/><B>Mit leicht gewölbten Querstreben,</B> ideal für Säcke.  ",1,1,,,,,,,,
M5154,,401627,EUROKRAFT Stapelkarre mit Drahtgitter - Tragfähigkeit 100 kg - mit Vollgummireifen,EUROKRAFT Stapelkarre mit Drahtgitter - Tragfähigkeit 100 kg - mit Vollgummireifen,"Der Rahmen der Stapelkarre ist mit einem <b> praktischen Drahtgitter</b> ausgestattet, wodurch  kleinere Pakete und Kästchen ideal gestapelt und transportiert werden können, ohne hinten hinunter zu fallen. Auch Ordner, Papiere, Prospekte und Kataloge können dadurch einfach  verlagert werden.  <p>Der hochwertig verschweißte, <b>pulverbeschichtete Stahl</b> der Stapelkarre ermöglicht eine <b>Tragfähigkeit von 100 kg</b> wodurch gleich mehrere Güter auf der Stapelkarre bewegt werden können. Dabei stützt die Schaufel mit einer <b>Breite von 330 mm und einer Tiefe von 215 mm</b> die Fracht optimal. Den pannensicheren Transport gewähren die rollengelagerten Vollgummireifen.  Die Stapelkarre hat <b>Maße von 1.135 x 515 mm (HxB)</b>. Sie wird serienmäßig in lichtblau RAL 5012 versendet.</p>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012.<br/>Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung.<br/><B>Mit Drahtgitter</B> für Großes und Kleines. Vollgummibereifung. ","Der Rahmen der Stapelkarre ist mit einem <b> praktischen Drahtgitter</b> ausgestattet, wodurch  kleinere Pakete und Kästchen ideal gestapelt und transportiert werden können, ohne hinten hinunter zu fallen. Auch Ordner, Papiere, Prospekte und Kataloge können dadurch einfach  verlagert werden.  <p>Der hochwertig verschweißte, <b>pulverbeschichtete Stahl</b> der Stapelkarre ermöglicht eine <b>Tragfähigkeit von 100 kg</b> wodurch gleich mehrere Güter auf der Stapelkarre bewegt werden können. Dabei stützt die Schaufel mit einer <b>Breite von 330 mm und einer Tiefe von 215 mm</b> die Fracht optimal. Den pannensicheren Transport gewähren die rollengelagerten Vollgummireifen.  Die Stapelkarre hat <b>Maße von 1.135 x 515 mm (HxB)</b>. Sie wird serienmäßig in lichtblau RAL 5012 versendet.</p>? Mind. 10 Jahre Garantie<br/>? Top Qualität<br/>? 5 Jahre Nachkaufservice<br/>? Von ausgewählten Lieferanten<br/>? Sonderanfertigungen möglich<p>In nahezu jeder RAL-Farbe erhältlich. Aufpreis nur 10%.</p> Pulverbeschichtet, serienmäßig lichtblau RAL 5012.<br/>Handgriffe nach geltenden Sicherheitsvorschriften.<br/>Räder mit Rollenlagerung.<br/><B>Mit Drahtgitter</B> für Großes und Kleines. Vollgummibereifung. ",1,1,,,,,,,,
M1079243,,413849,"Rednerpult, 2 Ablagen - Front aus Stahlblech - weiß","Rednerpult, 2 Ablagen - Front aus Stahlblech - weiß"," Ideal für Präsentationen, Konferenzen oder auch als Rücken schonender Arbeitsplatz.<br/>Stabile Stahlrohrkonstruktion, Tafel auf der Vorderseite. BxH 500 x 1050 mm.<br/><br/>Obere Platte geneigt. BxT 590 x 430 mm, untere Platte BxT 550 x 260 mm.<br/>Höhe x Breite x Tiefe gesamt 1140 – 1220 x 590 x 500 mm. Tafel beidseitig aus Stahlblech. Weiß lackiert, magnethaftend, beschriftbar und trocken abwischbar.<br/>Gestell weiß lackiert. "," Ideal für Präsentationen, Konferenzen oder auch als Rücken schonender Arbeitsplatz.<br/>Stabile Stahlrohrkonstruktion, Tafel auf der Vorderseite. BxH 500 x 1050 mm.<br/><br/>Obere Platte geneigt. BxT 590 x 430 mm, untere Platte BxT 550 x 260 mm.<br/>Höhe x Breite x Tiefe gesamt 1140 – 1220 x 590 x 500 mm. Tafel beidseitig aus Stahlblech. Weiß lackiert, magnethaftend, beschriftbar und trocken abwischbar.<br/>Gestell weiß lackiert. ",1,1,,,frontfarbe,weiß,frontfarbe,weiß,frontfarbe,weiß
M24609,,426587,Cherry Tastatur-Maus-Set B.UNLIMITED AES JD-0400DE-2 schwarz,Cherry Tastatur-Maus-Set B.UNLIMITED AES JD-0400DE-2 schwarz,,,1,1,,,,,,,,
M87,,657716,Stapelstuhl - mit geschlossenem Rücken - blau,Stapelstuhl - mit geschlossenem Rücken - blau,"Der praktische Stapelstuhl von Friwa besticht durch sein klares Design: Sitz- und Lehnfläche sind in einer Farbe gehalten, das <b>Gestell ist ein Kufengestell</b> aus Stahldraht mit 11 mm Durchmesser, verchromt und mit einer Querstrebe verbunden.<p>Die Sitz- und Lehnfläche ist durchgehend und aus Polypropylen, daher sehr pflegeleicht und abwaschbar. Das Besondere an diesem Stuhl: die Kufen sind mit <b>Bodengleitern</b> rechts und links ausgestattet, so dass sie bei einem Holzboden kein lautes „Stühle rücken“ zu hören bekommen. Außerdem sind diese Bodengleiter als <b>Reihenverbindung</b> verwendbar.<p>So können diese Stühle bei Veranstaltungen in einem größeren Saal in Reihe aufgestellt werden und danach einfach übereinander gestapelt wieder in eine Ecke geräumt werden.<p>","Der praktische Stapelstuhl von Friwa besticht durch sein klares Design: Sitz- und Lehnfläche sind in einer Farbe gehalten, das <b>Gestell ist ein Kufengestell</b> aus Stahldraht mit 11 mm Durchmesser, verchromt und mit einer Querstrebe verbunden.<p>Die Sitz- und Lehnfläche ist durchgehend und aus Polypropylen, daher sehr pflegeleicht und abwaschbar. Das Besondere an diesem Stuhl: die Kufen sind mit <b>Bodengleitern</b> rechts und links ausgestattet, so dass sie bei einem Holzboden kein lautes „Stühle rücken“ zu hören bekommen. Außerdem sind diese Bodengleiter als <b>Reihenverbindung</b> verwendbar.<p>So können diese Stühle bei Veranstaltungen in einem größeren Saal in Reihe aufgestellt werden und danach einfach übereinander gestapelt wieder in eine Ecke geräumt werden.<p>",1,1,,,sitzflaechen_u_lehnenfarbe,blau,sitzflaechen_u_lehnenfarbe,blau,sitzflaechen_u_lehnenfarbe,blau
M432,,107313,"Mauser Stahlschrank mit Einschwenktüren - 4 Fachböden, Tiefe 420 mm - weißaluminium","Mauser Stahlschrank mit Einschwenktüren - 4 Fachböden, Tiefe 420 mm - weißaluminium"," Einbrennlackierung, geschweißter Korpus.<br/>Türen mit lautloser Einschwenk-Mechanik.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, 2 Schlüssel inklusive.<br/>Fachböden graphitschwarz RAL 9011.  "," Einbrennlackierung, geschweißter Korpus.<br/>Türen mit lautloser Einschwenk-Mechanik.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, 2 Schlüssel inklusive.<br/>Fachböden graphitschwarz RAL 9011.  ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,Nein
M15226,,101759,"Carto Rednerpult, 2 Ablagen - Front aus Stoff - blau","Carto Rednerpult, 2 Ablagen - Front aus Stoff - blau"," Ideal für Präsentationen, Konferenzen oder auch als Rücken schonender Arbeitsplatz.<br/>Stabile Stahlrohrkonstruktion, Tafel auf der Vorderseite. BxH 500 x 1050 mm.<br/><br/>Obere Platte geneigt. BxT 590 x 430 mm, untere Platte BxT 550 x 260 mm.<br/>Höhe x Breite x Tiefe gesamt 1140 – 1220 x 590 x 500 mm. Tafel beidseitig mit Stoff bespannt. Vorne und hinten pinnbar.<br/>Gestell lichtgrau RAL 7035. "," Ideal für Präsentationen, Konferenzen oder auch als Rücken schonender Arbeitsplatz.<br/>Stabile Stahlrohrkonstruktion, Tafel auf der Vorderseite. BxH 500 x 1050 mm.<br/><br/>Obere Platte geneigt. BxT 590 x 430 mm, untere Platte BxT 550 x 260 mm.<br/>Höhe x Breite x Tiefe gesamt 1140 – 1220 x 590 x 500 mm. Tafel beidseitig mit Stoff bespannt. Vorne und hinten pinnbar.<br/>Gestell lichtgrau RAL 7035. ",1,1,,,frontfarbe,blau,frontfarbe,blau,frontfarbe,blau
M1014870,,512094,"FRIWA Holz-Schalenstuhl, VE 2 Stk - Buche schwarz, eckig, mit Polster - bordeaux, Gestell schwarz","FRIWA Holz-Schalenstuhl, VE 2 Stk - Buche schwarz, eckig, mit Polster - bordeaux, Gestell schwarz"," Sitzschale aus hochdruckverpresstem Buchenschichtholz. Hochflexibel bei hoher Festigkeit, 8fach verleimt, ca. 10 mm stark. Parabel-Stahlrohrgestell, Ø 22 / 1,5 mm, mit Stapelsteg. Nichtschmierende Bodengleiter, naturweiß.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 430 x 400 mm.<br/><B>Gesamtmaße</B><br/>Höhe x Breite x Tiefe 860 x 510 x 540 mm.<br/><B>Verpackungseinheit 2 Stück.</B> Mit Sitzpolster, ca. 20 mm stark. Bezug aus 100 % Polyacryl. "," Sitzschale aus hochdruckverpresstem Buchenschichtholz. Hochflexibel bei hoher Festigkeit, 8fach verleimt, ca. 10 mm stark. Parabel-Stahlrohrgestell, Ø 22 / 1,5 mm, mit Stapelsteg. Nichtschmierende Bodengleiter, naturweiß.<br/><B>Sitzmaße</B><br/>Höhe x Breite x Tiefe 470 x 430 x 400 mm.<br/><B>Gesamtmaße</B><br/>Höhe x Breite x Tiefe 860 x 510 x 540 mm.<br/><B>Verpackungseinheit 2 Stück.</B> Mit Sitzpolster, ca. 20 mm stark. Bezug aus 100 % Polyacryl. ",1,1,,,bezugsfarbe,bordeaux,bezugsfarbe,bordeaux,bezugsfarbe,bordeaux
